Survey Date,Respond Date,Internal ID,Q1: GOING OUT?,Q2: GENDER,Q3: AGE,Q4: COUNTRY,"Q5: STATE, PROVINCE, COUNTY, ETC",Q6 | 100 Grand Bar,"Q6 | Anonymous brown globs that come in black and orange wrappers	(a.k.a. Mary Janes)",Q6 | Any full-sized candy bar,Q6 | Black Jacks,Q6 | Bonkers (the candy),Q6 | Bonkers (the board game),Q6 | Bottle Caps,Q6 | Box'o'Raisins,Q6 | Broken glow stick,Q6 | Butterfinger,Q6 | Cadbury Creme Eggs,Q6 | Candy Corn,Q6 | Candy that is clearly just the stuff given out for free at restaurants,Q6 | Caramellos,"Q6 | Cash, or other forms of legal tender",Q6 | Chardonnay,Q6 | Chick-o-Sticks (we donÕt know what that is),Q6 | Chiclets,Q6 | Coffee Crisp,Q6 | Creepy Religious comics/Chick Tracts,Q6 | Dental paraphenalia,Q6 | Dots,Q6 | Dove Bars,Q6 | Fuzzy Peaches,Q6 | Generic Brand Acetaminophen,Q6 | Glow sticks,Q6 | Goo Goo Clusters,Q6 | Good N' Plenty,Q6 | Gum from baseball cards,Q6 | Gummy Bears straight up,Q6 | Hard Candy,Q6 | Healthy Fruit,Q6 | Heath Bar,Q6 | Hershey's Dark Chocolate,Q6 | HersheyÕs Milk Chocolate,Q6 | Hershey's Kisses,Q6 | Hugs (actual physical hugs),Q6 | Jolly Rancher (bad flavor),Q6 | Jolly Ranchers (good flavor),Q6 | JoyJoy (Mit Iodine!),Q6 | Junior Mints,Q6 | Senior Mints,Q6 | Kale smoothie,Q6 | Kinder Happy Hippo,Q6 | Kit Kat,Q6 | LaffyTaffy,Q6 | LemonHeads,Q6 | Licorice (not black),Q6 | Licorice (yes black),Q6 | Lindt Truffle,Q6 | Lollipops,Q6 | Mars,Q6 | Maynards,Q6 | Mike and Ike,Q6 | Milk Duds,Q6 | Milky Way,Q6 | Regular M&Ms,Q6 | Peanut M&MÕs,Q6 | Blue M&M's,Q6 | Red M&M's,Q6 | Green Party M&M's,Q6 | Independent M&M's,Q6 | Abstained from M&M'ing.,Q6 | Minibags of chips,Q6 | Mint Kisses,Q6 | Mint Juleps,Q6 | Mr. Goodbar,Q6 | Necco Wafers,Q6 | Nerds,Q6 | Nestle Crunch,Q6 | Now'n'Laters,Q6 | Peeps,Q6 | Pencils,Q6 | Pixy Stix,Q6 | Real Housewives of Orange County Season 9 Blue-Ray,Q6 | ReeseÕs Peanut Butter Cups,Q6 | Reese's Pieces,Q6 | Reggie Jackson Bar,Q6 | Rolos,Q6 | Sandwich-sized bags filled with BooBerry Crunch,Q6 | Skittles,Q6 | Smarties (American),Q6 | Smarties (Commonwealth),Q6 | Snickers,Q6 | Sourpatch Kids (i.e. abominations of nature),Q6 | Spotted Dick,Q6 | Starburst,Q6 | Sweet Tarts,Q6 | Swedish Fish,Q6 | Sweetums (a friend to diabetes),Q6 | Take 5,Q6 | Tic Tacs,Q6 | Those odd marshmallow circus peanut things,Q6 | Three Musketeers,Q6 | Tolberone something or other,Q6 | Trail Mix,Q6 | Twix,"Q6 | Vials of pure high fructose corn syrup, for main-lining into your vein",Q6 | Vicodin,Q6 | Whatchamacallit Bars,Q6 | White Bread,Q6 | Whole Wheat anything,Q6 | York Peppermint Patties,Q7: JOY OTHER,Q8: DESPAIR OTHER,Q9: OTHER COMMENTS,Q10: DRESS,Unnamed: 113,Q11: DAY,Q12: MEDIA [Daily Dish],Q12: MEDIA [Science],Q12: MEDIA [ESPN],Q12: MEDIA [Yahoo],"Click Coordinates (x, y)",Age Group
05-09-2017,10-09-2017,90277112,No,Male,41,USA,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41-50
09-11-2017,14-11-2017,90277113,No,Female,50,unites states,Wisconsin ,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,,,,White and gold,,Friday,,1,,,"(74, 27)",51-60
25-09-2017,30-09-2017,90277115,No,Female,63,USA,MO,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,Cadbury chocolate,,,White and gold,,Sunday,,1,,,"(60, 6)",61-70
26-10-2017,31-10-2017,90277123,No,Male,42,USA,oregon,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,,DESPAIR,,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,,,,Blue and black,,Friday,,1,,,"(57, 5)",41-50
16-08-2017,21-08-2017,90277127,Yes,Male,40,USA,Ohio,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,Almond Joy,Packets of pre sliced apples ,Jolly ranchers are overrated as fuck,Blue and black,,Sunday,,1,,,"(77, 27)",41-50
21-08-2017,26-08-2017,90277133,No,Male,32,united states of america,Colorado ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-40
01-10-2017,06-10-2017,90277135,No,Male,53,USA,IA,JOY,MEH,JOY,,,,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,,JOY,DESPAIR,,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,,JOY,MEH,DESPAIR,,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,,,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,,,,White and gold,,Sunday,,1,,,"(71, 35)",51-60
07-10-2017,12-10-2017,90277137,Yes,Male,9,canada,British Columbia,JOY,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,this survey,,,White and gold,,Sunday,,,,,,0-18
16-09-2017,21-09-2017,90277138,No,Male,33,USA,New York,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,,,,Blue and black,dress (https://survey.ubc.ca/media/assets/user/14372/storage/dress.png),Friday,,1,,,"(66, 9)",31-40
10-10-2017,15-10-2017,90277140,No,Male,41,USA,Ohio ,JOY,DESPAIR,JOY,,,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,,,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,,MEH,DESPAIR,MEH,JOY,,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,Charleston chew,Mounds and Almond joy,,Blue and black,,Friday,,1,,,"(80, 34)",41-50
25-10-2017,30-10-2017,90277152,No,Male,44,united states of america,New Jersey ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41-50
08-11-2017,13-11-2017,90277154,No,Male,30,USA,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-40
13-09-2017,18-09-2017,90277156,No,Male,34,USA,New York ,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,,,,Blue and black,,Friday,,1,,,"(86, 28)",31-40
08-10-2017,13-10-2017,90277160,No,Female,57,USA,Colorado larimer county,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,,,,White and gold,,Friday,,,,1,"(73, 72)",51-60
16-08-2017,21-08-2017,90277163,No,Female,37,USA,California,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,Cupcakes and puppies,Anything cherry flavored ,,White and gold,,Friday,,1,,,"(71, 22)",31-40
30-08-2017,04-09-2017,90277164,No,Male,41,canada,Alberta,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,,,,White and gold,,Friday,,1,,,"(79, 33)",41-50
19-10-2017,24-10-2017,90277165,No,Male,40,USA,Arizona,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,,Bit of honey,,White and gold,,Friday,,,1,,"(31, 76)",41-50
24-10-2017,29-10-2017,90277167,No,Male,44,USA,GA,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,Runts Banana Runts,Twizzlers Tootsie Rolls Sugar Daddy,,Blue and black,,Friday,,1,,,"(66, 29)",41-50
05-11-2017,10-11-2017,90277169,No,Male,35,USA,CA,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,Real Estate,Jagermeister,,Blue and black,,Friday,,1,,,,31-40
10-08-2017,15-08-2017,90277170,No,Male,27,canada,Newfoundland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-30
05-11-2017,10-11-2017,90277171,No,Male,55,USA,Iowa,MEH,,JOY,DESPAIR,,,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,,JOY,,,,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,,MEH,JOY,,JOY,JOY,JOY,JOY,,,,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,,JOY,JOY,,JOY,,MEH,JOY,,JOY,DESPAIR,,MEH,MEH,DESPAIR,,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,,JOY,JOY,,,JOY,"How could you omit Almond Joy?!? JOY IS IN THE VERY NAME, DAMMIT!!",,Vicodin? Really? I'd love to accompany you on THAT trick-or-treat adventure!,White and gold,,Friday,,1,,,"(77, 24)",51-60
10-08-2017,15-08-2017,90277174,No,Male,54,USA,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51-60
09-11-2017,14-11-2017,90277175,No,Male,65,USA,South Carolina,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,"Beer, 5th Avenue Bars",Any new flavors of Life Savers introduced after 1970.,You guys rock almost as much as any Queens of the Stone Age Album...but not quite.,White and gold,,Friday,,,1,,"(22, 54)",61-70
04-09-2017,09-09-2017,90277176,No,Male,52,USA,Massachusetts ,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,,,,Blue and black,,Friday,,,,,,51-60
03-10-2017,08-10-2017,90277178,No,Female,58,USA,PA,JOY,DESPAIR,DESPAIR,,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,"almond Joy, dark chocolate of any kind",Candy cigarettes ,Why?,White and gold,,Friday,,1,,,"(82, 40)",51-60
